time,open,high,low,close,tick_volume,spread,real_volume,pct_change,target
1990-08-06,1.2311,1.2465,1.2274,1.2402,2911,50,0,0.00706455542021911,1
1990-08-07,1.2402,1.2437,1.2303,1.2304,1701,50,0,-0.007901951298177723,-1
1990-08-08,1.2309,1.2349,1.2214,1.228,2411,50,0,-0.0019505851755525772,-1
1990-08-09,1.2284,1.2308,1.2239,1.2267000000000001,1211,50,0,-0.0010586319218239826,-1
1990-08-10,1.2271,1.2322,1.2223,1.2298,1711,50,0,0.0025271052417052964,1
1990-08-13,1.2354,1.2434,1.2342,1.2416,1221,50,0,0.009595056106683986,1
1990-08-14,1.2428,1.2484,1.2382,1.2475,1571,50,0,0.004751932989690788,1
1990-08-15,1.2515,1.2585,1.2477,1.2524,2071,50,0,0.003927855711422845,1
1990-08-16,1.2498,1.2604,1.2396,1.2591999999999999,3221,50,0,0.005429575215585958,1
1990-08-17,1.2597,1.2650000000000001,1.2548,1.263,1711,50,0,0.003017789072427002,1
1990-08-20,1.2599,1.2609,1.2482,1.2499,1541,50,0,-0.010372129849564482,-1
1990-08-21,1.2503,1.2601,1.2452,1.2497,2921,50,0,-0.00016001280102406756,-1
1990-08-22,1.2495,1.2612,1.2487,1.2534,2111,50,0,0.0029607105705369285,1
1990-08-23,1.252,1.2695,1.2518,1.2642,2321,50,0,0.008616562948779327,1
1990-08-24,1.2637,1.2677,1.2530000000000001,1.2530000000000001,1871,50,0,-0.008859357696566872,-1
1990-08-27,1.2647,1.2686,1.2539,1.2597,2441,50,0,0.005347166799680725,1
1990-08-28,1.2598,1.2671000000000001,1.2547,1.256,2101,50,0,-0.0029372072715726505,-1
1990-08-29,1.2567,1.2612,1.2546,1.2570000000000001,1291,50,0,0.0007961783439491832,1
1990-08-30,1.2494,1.251,1.2454,1.2503,1031,50,0,-0.005330151153540297,-1
1990-08-31,1.2503,1.2555,1.2387,1.2407,2401,50,0,-0.0076781572422619515,-1
1990-09-03,1.24,1.2429000000000001,1.2325,1.2348,1561,50,0,-0.004755380027403944,-1
1990-09-04,1.2351,1.2429000000000001,1.2327,1.2381,1741,50,0,0.0026724975704568443,1
1990-09-05,1.2375,1.2559,1.2368000000000001,1.2554,2031,50,0,0.013973023180680055,1
1990-09-06,1.2549000000000001,1.2595,1.2523,1.2584,1091,50,0,0.002389676597100543,1
1990-09-07,1.2583,1.259,1.2466,1.2472,1371,50,0,-0.008900190718372447,-1
1990-09-10,1.2501,1.2523,1.2341,1.2368999999999999,2321,50,0,-0.008258499037844924,-1
1990-09-11,1.2368999999999999,1.24,1.2252,1.2318,2451,50,0,-0.004123211253941217,-1
1990-09-12,1.2338,1.2374,1.2276,1.2285,1431,50,0,-0.002679006332196865,-1
1990-09-13,1.2284,1.2486,1.226,1.248,2561,50,0,0.01587301587301604,1
1990-09-14,1.2481,1.2562,1.2437,1.2466,2351,50,0,-0.0011217948717949788,-1
1990-09-17,1.252,1.2639,1.2517,1.2631000000000001,1331,50,0,0.013236001925236884,1
1990-09-18,1.2641,1.2662,1.2556,1.2603,1741,50,0,-0.002216768268545777,-1
1990-09-19,1.2604,1.2624,1.2418,1.2438,2461,50,0,-0.013092120923589579,-1
1990-09-20,1.244,1.2481,1.2339,1.2404,2481,50,0,-0.0027335584499116328,-1
1990-09-21,1.2385,1.244,1.2373,1.2401,1181,50,0,-0.0002418574653337835,-1
1990-09-24,1.2421,1.2576,1.2383,1.2545,2621,50,0,0.011611966776872817,1
1990-09-25,1.2544,1.26,1.2426,1.2427,2311,50,0,-0.009406137903547274,-1
1990-09-26,1.2424,1.2509000000000001,1.2414,1.2497,1171,50,0,0.005632896113301866,1
1990-09-27,1.2502,1.2543,1.2436,1.2527,1891,50,0,0.0024005761382730473,1
1990-09-28,1.2528000000000001,1.2542,1.2469999999999999,1.2490999999999999,1071,50,0,-0.0028737926079668297,-1
1990-10-01,1.2519,1.2649,1.2519,1.255,2291,50,0,0.0047234008486110035,1
1990-10-02,1.2553,1.2641,1.2524,1.2635,1521,50,0,0.006772908366533992,1
1990-10-03,1.2633,1.2699,1.2603,1.2686,1391,50,0,0.004036406806489756,1
1990-10-04,1.2681,1.2776,1.2673,1.2757,1301,50,0,0.005596720794576848,1
1990-10-05,1.2757,1.2768,1.2583,1.2656,2691,50,0,-0.007917221917378647,-1
1990-10-08,1.2610000000000001,1.2779,1.2604,1.2766,1941,50,0,0.008691529709228707,1
1990-10-09,1.2772000000000001,1.287,1.2765,1.2819,1631,50,0,0.004151652827824037,1
1990-10-10,1.2819,1.2865,1.2768,1.2798,1731,50,0,-0.0016381933068101429,-1
1990-10-11,1.2795,1.2928,1.2727,1.2905,2921,50,0,0.008360681356461841,1
1990-10-12,1.2913000000000001,1.2913999999999999,1.2827,1.2831000000000001,921,50,0,-0.00573421154591236,-1
1990-10-15,1.2877,1.2877,1.2797,1.2818,1011,50,0,-0.0010131712259372483,-1
1990-10-16,1.2823,1.2973,1.2803,1.2948,2151,50,0,0.010141987829614507,1
1990-10-17,1.295,1.2993999999999999,1.2906,1.2936,1621,50,0,-0.000926784059314123,-1
1990-10-18,1.2934,1.3068,1.2918,1.3057,1771,50,0,0.009353741496598733,1
1990-10-19,1.3052000000000001,1.3114,1.2937,1.3028,3301,50,0,-0.0022210308646704036,-1
1990-10-22,1.3037,1.3046,1.2863,1.2878,2071,50,0,-0.011513662879950814,-1
1990-10-23,1.2877,1.2927,1.2833,1.2875,1861,50,0,-0.00023295542786139212,-1
1990-10-24,1.2873999999999999,1.3001,1.2852000000000001,1.2976,1961,50,0,0.007844660194174846,1
1990-10-25,1.2981,1.3002,1.2879,1.2882,1471,50,0,-0.0072441430332922385,-1
1990-10-26,1.2888,1.2921,1.285,1.2921,1091,50,0,0.0030274802049370386,1
1990-10-29,1.2963,1.2991,1.2832,1.285,2051,50,0,-0.005494930732915515,-1
1990-10-30,1.2849,1.2944,1.2795,1.2908,2391,50,0,0.004513618677042919,1
1990-10-31,1.2905,1.2915,1.2861,1.2885,881,50,0,-0.001781840718933947,-1
1990-11-01,1.2884,1.3029,1.2808,1.3008,3181,50,0,0.009545983701979122,1
1990-11-02,1.3002,1.3105,1.298,1.3093,1591,50,0,0.006534440344403425,1
1990-11-05,1.3108,1.3181,1.3066,1.3162,1761,50,0,0.005269991598564117,1
1990-11-06,1.3163,1.3185,1.3089,1.3104,1331,50,0,-0.00440662513295853,-1
1990-11-07,1.3099,1.3219,1.3094999999999999,1.3127,2201,50,0,0.001755189255189249,1
1990-11-08,1.3131,1.3173,1.3065,1.3105,1901,50,0,-0.001675935095604486,-1
1990-11-09,1.3118,1.3158,1.3068,1.3149,1491,50,0,0.0033574971384966457,1
1990-11-12,1.3163,1.3247,1.3162,1.3244,891,50,0,0.00722488402159871,1
1990-11-13,1.3246,1.3275000000000001,1.3202,1.3241,1411,50,0,-0.00022651766837811227,-1
1990-11-14,1.3235999999999999,1.3302,1.3211,1.3283,1351,50,0,0.0031719658636053527,1
1990-11-15,1.3281,1.3296000000000001,1.3232,1.3256000000000001,1031,50,0,-0.0020326733418655207,-1
1990-11-16,1.3242,1.3321,1.3212,1.3298,1621,50,0,0.003168376584188337,1
1990-11-19,1.33,1.3338999999999999,1.3254000000000001,1.3277999999999999,1481,50,0,-0.0015039855617388076,-1
1990-11-20,1.3259,1.3282,1.3232,1.3264,951,50,0,-0.0010543756589846964,-1
1990-11-21,1.3264,1.3301,1.3204,1.3253,1831,50,0,-0.0008293124246080419,-1
1990-11-22,1.3243,1.327,1.3197,1.3228,1311,50,0,-0.0018863653512412037,-1
1990-11-23,1.323,1.3235000000000001,1.3146,1.3162,1101,50,0,-0.004989416389476808,-1
1990-11-26,1.3146,1.3185,1.3093,1.3144,1821,50,0,-0.0013675733171251148,-1
1990-11-27,1.3145,1.3258,1.3125,1.3212,1991,50,0,0.005173463177114979,1
1990-11-28,1.3211,1.3264,1.3149,1.3151,1701,50,0,-0.004617014834998434,-1
1990-11-29,1.3151,1.3189,1.2945,1.2983,3201,50,0,-0.012774693939624271,-1
1990-11-30,1.2971,1.308,1.2951,1.3074,1551,50,0,0.007009165832241981,1
1990-12-03,1.3096,1.3104,1.2904,1.2906,2101,50,0,-0.012849931161083017,-1
1990-12-04,1.2913000000000001,1.3062,1.2912,1.301,2031,50,0,0.008058267472493386,1
1990-12-05,1.3006,1.3101,1.3006,1.3051,1451,50,0,0.0031514219830899304,1
1990-12-06,1.3075,1.3163,1.3035999999999999,1.314,1891,50,0,0.006819400812198451,1
1990-12-07,1.3136,1.3289,1.313,1.3271,1831,50,0,0.009969558599695505,1
1990-12-10,1.3306,1.3369,1.3265,1.3292,1941,50,0,0.001582397709291028,1
1990-12-11,1.3294000000000001,1.3324,1.3204,1.3233,1791,50,0,-0.004438760156485144,-1
1990-12-12,1.3237,1.3277,1.3223,1.3244,1011,50,0,0.0008312551953451042,1
1990-12-13,1.3243,1.3272,1.3208,1.3223,1081,50,0,-0.001585623678646897,-1
1990-12-14,1.3231,1.3256999999999999,1.3136,1.3183,1941,50,0,-0.0030250321409664993,-1
1990-12-17,1.3178,1.3202,1.3124,1.3159,1371,50,0,-0.0018205264355609652,-1
1990-12-18,1.3164,1.3254000000000001,1.3136999999999999,1.3247,1511,50,0,0.006687438255186473,1
1990-12-19,1.3242,1.328,1.3206,1.3235999999999999,1421,50,0,-0.0008303766890617181,-1
1990-12-20,1.3228,1.3252,1.2928,1.2958,3781,50,0,-0.021003324267150014,-1
1990-12-21,1.2967,1.2992,1.2772000000000001,1.2793999999999999,2671,50,0,-0.012656274116376154,-1
1990-12-24,1.276,1.2802,1.2641,1.2656,2181,50,0,-0.010786306080975305,-1
1990-12-26,1.2746,1.2796,1.2727,1.2753999999999999,1301,50,0,0.007743362831858169,1
1990-12-27,1.2734,1.2836,1.2703,1.2825,1751,50,0,0.005566880978516542,1
1990-12-28,1.2816,1.31,1.2805,1.3091,3151,50,0,0.020740740740740726,1
1990-12-31,1.3091,1.3133,1.2981,1.3114,2811,50,0,0.0017569322435260215,1
1991-01-02,1.3101,1.3164,1.3051,1.3155000000000001,1721,50,0,0.0031264297697120025,1
1991-01-03,1.3136999999999999,1.3158,1.3079,1.3096,1171,50,0,-0.004484986697073423,-1
1991-01-04,1.3093,1.3122,1.2967,1.2999,2161,50,0,-0.007406841783750839,-1
1991-01-07,1.2922,1.2942,1.2683,1.2758,3541,50,0,-0.018539887683667988,-1
1991-01-08,1.2762,1.2787,1.2662,1.2682,1701,50,0,-0.00595704655902185,-1
1991-01-09,1.2678,1.2945,1.2652999999999999,1.2755,5071,50,0,0.005756189875413931,1
1991-01-10,1.2765,1.2915,1.2486,1.2812000000000001,8111,50,0,0.004468835750686129,1
1991-01-11,1.2816,1.2835,1.2721,1.2776,1881,50,0,-0.00280986575085862,-1
1991-01-14,1.2622,1.2707,1.2581,1.2665,2091,50,0,-0.008688165309956308,-1
1991-01-15,1.2678,1.2704,1.2636,1.2681,1331,50,0,0.001263324121594911,1
1991-01-16,1.2671999999999999,1.2695,1.2610000000000001,1.2658,1561,50,0,-0.0018137370869805158,-1
1991-01-17,1.2652999999999999,1.2992,1.2610999999999999,1.2968,4471,50,0,0.024490440827934945,1
1991-01-18,1.295,1.3084,1.2863,1.3048,3441,50,0,0.0061690314620603814,1
1991-01-21,1.3013,1.3159,1.2943,1.3154,2911,50,0,0.008123850398528365,1
1991-01-22,1.3132,1.3169,1.305,1.3061,1671,50,0,-0.007070092747453183,-1
1991-01-23,1.3069,1.3202,1.3024,1.3202,2231,50,0,0.010795498047622587,1
1991-01-24,1.3197,1.3222,1.3143,1.3165,1261,50,0,-0.0028026056658082554,-1
1991-01-25,1.3158,1.3189,1.3096999999999999,1.3113000000000001,1391,50,0,-0.003949867071781132,-1
1991-01-28,1.3125,1.3169,1.3114,1.3142,931,50,0,0.0022115457942499805,1
1991-01-29,1.3139,1.3205,1.3066,1.3081,2201,50,0,-0.0046416070613301,-1
1991-01-30,1.3084,1.315,1.3032,1.313,1901,50,0,0.003745890986927458,1
1991-01-31,1.3131,1.3261,1.3111,1.3237999999999999,1931,50,0,0.00822543792840813,1
1991-02-01,1.3239,1.3347,1.32,1.3322,2111,50,0,0.006345369391146827,1
1991-02-04,1.3343,1.3422,1.3301,1.337,2151,50,0,0.0036030626032126367,1
1991-02-05,1.3375,1.3426,1.3341,1.3409,1361,50,0,0.0029169783096485435,1
1991-02-06,1.3404,1.3512,1.34,1.3492,1361,50,0,0.006189872473711722,1
1991-02-07,1.3495,1.3508,1.3426,1.3442,1111,50,0,-0.0037058997924694914,-1
1991-02-08,1.3442,1.3449,1.3378,1.343,1301,50,0,-0.00089272429697973,-1
1991-02-11,1.3418,1.355,1.3412,1.3513,1811,50,0,0.006180193596425854,1
1991-02-12,1.3529,1.3529,1.3423,1.3443,1261,50,0,-0.005180196847480167,-1
1991-02-13,1.3447,1.347,1.3347,1.3369,1681,50,0,-0.005504723647995258,-1
1991-02-14,1.3351,1.3393,1.3303,1.3338999999999999,1681,50,0,-0.0022439973072033714,-1
1991-02-15,1.3341,1.336,1.3204,1.3237999999999999,2091,50,0,-0.0075717819926530705,-1
1991-02-18,1.3246,1.3263,1.3176,1.3178,1061,50,0,-0.004532406707961734,-1
1991-02-19,1.3199,1.3221,1.3068,1.3096,2031,50,0,-0.006222492032174842,-1
1991-02-20,1.3094000000000001,1.3147,1.3041,1.3084,2021,50,0,-0.0009163103237630477,-1
1991-02-21,1.3083,1.316,1.3046,1.3101,2101,50,0,0.0012992968511158498,1
1991-02-22,1.3104,1.3178,1.2976,1.2991,2911,50,0,-0.008396305625524847,-1
1991-02-25,1.2955,1.2977,1.2827,1.286,2051,50,0,-0.010083904241397823,-1
1991-02-26,1.2863,1.2969,1.2795,1.2841,3261,50,0,-0.001477449455676516,-1
1991-02-27,1.2842,1.287,1.2805,1.2851,1211,50,0,0.0007787555486331588,1
1991-02-28,1.2854,1.2916,1.2793999999999999,1.2829,2191,50,0,-0.0017119290327600734,-1
1991-03-01,1.2822,1.2825,1.2699,1.27,1301,50,0,-0.01005534336269387,-1
1991-03-04,1.2722,1.2770000000000001,1.2665,1.2759,1731,50,0,0.004645669291338583,1
1991-03-05,1.2756,1.2833,1.266,1.2682,2721,50,0,-0.006034955717532764,-1
1991-03-06,1.2681,1.2727,1.2608,1.2719,2001,50,0,0.002917520895757697,1
1991-03-07,1.2719,1.2734,1.2624,1.2651,1521,50,0,-0.005346332258825526,-1
1991-03-08,1.2652999999999999,1.2671000000000001,1.2461,1.2466,2331,50,0,-0.014623349932811558,-1
1991-03-11,1.2417,1.2465,1.2328000000000001,1.2374,2311,50,0,-0.007380073800737907,-1
1991-03-12,1.2381,1.2505,1.2376,1.2483,1561,50,0,0.008808792629707352,1
1991-03-13,1.249,1.2503,1.2368000000000001,1.245,2301,50,0,-0.002643595289593681,-1
1991-03-14,1.245,1.2471,1.2336,1.2347,1671,50,0,-0.008273092369478041,-1
1991-03-15,1.2348,1.2372,1.2156,1.2169,2531,50,0,-0.014416457439053842,-1
1991-03-18,1.2197,1.2215,1.1943,1.2013,3601,50,0,-0.012819459281781631,-1
1991-03-19,1.2011,1.2095,1.1699,1.1852,6331,50,0,-0.013402147673353904,-1
1991-03-20,1.1852,1.1917,1.1759,1.1907,2611,50,0,0.004640566992912598,1
1991-03-21,1.191,1.2073,1.191,1.1976,2601,50,0,0.005794910556815136,1
1991-03-22,1.1978,1.2033,1.1846,1.1873,2691,50,0,-0.008600534402137594,-1
1991-03-25,1.1831,1.186,1.158,1.1607,3361,50,0,-0.022403773267076543,-1
1991-03-26,1.1614,1.1637,1.1514,1.1597,2291,50,0,-0.0008615490652194024,-1
1991-03-27,1.1597,1.1668,1.1392,1.1453,4081,50,0,-0.012417004397689002,-1
1991-03-28,1.1449,1.1498,1.1360000000000001,1.1477,2481,50,0,0.0020955208242381396,1
1991-04-01,1.1513,1.1684,1.1512,1.1684,1731,50,0,0.018036072144288706,1
1991-04-02,1.1727,1.1817,1.15,1.172,6271,50,0,0.003081136597055556,1
1991-04-03,1.1719,1.176,1.16,1.1654,2551,50,0,-0.005631399317406083,-1
1991-04-04,1.1655,1.1769,1.1584,1.1724,3011,50,0,0.006006521366054729,1
1991-04-05,1.173,1.1817,1.1593,1.1601,3191,50,0,-0.010491299897646078,-1
1991-04-08,1.1551,1.1605,1.1521,1.1553,1661,50,0,-0.004137574347038986,-1
1991-04-09,1.1553,1.1747,1.1533,1.1736,2451,50,0,0.01584004154764984,1
1991-04-10,1.1739,1.1787,1.1595,1.163,2751,50,0,-0.009032038173142465,-1
1991-04-11,1.1632,1.1746,1.1592,1.172,2201,50,0,0.007738607050730817,1
1991-04-12,1.1723,1.1728,1.1565,1.1618,2211,50,0,-0.008703071672354956,-1
1991-04-15,1.1617,1.1736,1.1605,1.1705,1741,50,0,0.007488380099845093,1
1991-04-16,1.1716,1.1789,1.1698,1.1735,1631,50,0,0.002563007261853878,1
1991-04-17,1.1737,1.1769,1.1689,1.1739,1581,50,0,0.0003408606731998276,1
1991-04-18,1.1732,1.1735,1.1455,1.1472,3001,50,0,-0.02274469716330174,-1
1991-04-19,1.1388,1.1426,1.126,1.1272,2161,50,0,-0.017433751743375137,-1
1991-04-22,1.1228,1.1253,1.1057,1.1122,2861,50,0,-0.01330731014904174,-1
1991-04-23,1.1123,1.1241,1.1073,1.1229,2301,50,0,0.009620571839597192,1
1991-04-24,1.1229,1.1287,1.1132,1.1191,2721,50,0,-0.0033840947546531774,-1
1991-04-25,1.1193,1.1216,1.1095,1.1188,2371,50,0,-0.00026807255830574306,-1
1991-04-26,1.1184,1.1222,1.114,1.1166,1461,50,0,-0.0019663925634608725,-1
1991-04-29,1.111,1.1157,1.0972,1.1157,3231,50,0,-0.0008060182697475771,-1
1991-04-30,1.1152,1.1478,1.1138,1.1461000000000001,3711,50,0,0.027247467957336458,1
1991-05-01,1.1459,1.1568,1.1401,1.1441,3161,50,0,-0.0017450484250940423,-1
1991-05-02,1.1439,1.1472,1.1312,1.1357,2381,50,0,-0.007342015558080561,-1
1991-05-03,1.1351,1.1428,1.1156,1.1186,3791,50,0,-0.015056793167209537,-1
1991-05-06,1.1229,1.1325,1.1192,1.1289,2061,50,0,0.009207938494546708,1
1991-05-07,1.1289,1.1401,1.1276,1.1393,1461,50,0,0.009212507750907983,1
1991-05-08,1.1396,1.1396,1.1275,1.1299,1451,50,0,-0.00825068024225406,-1
1991-05-09,1.13,1.1320000000000001,1.1194,1.1314,2381,50,0,0.0013275511107178062,1
1991-05-10,1.1315,1.1362,1.1267,1.1345,1601,50,0,0.0027399681810147403,1
1991-05-13,1.1338,1.1455,1.1328,1.1416,1761,50,0,0.006258263552225474,1
1991-05-14,1.1418,1.1541,1.1351,1.1533,2651,50,0,0.010248773651016174,1
1991-05-15,1.1531,1.1621,1.15,1.1604,1691,50,0,0.00615624729038422,1
1991-05-16,1.1606,1.1614,1.1516,1.154,1301,50,0,-0.005515339538090469,-1
1991-05-17,1.1538,1.154,1.1229,1.1248,3321,50,0,-0.025303292894280682,-1
1991-05-20,1.1171,1.134,1.111,1.1294,3371,50,0,0.004089615931721191,1
1991-05-21,1.1291,1.1446,1.1283,1.1416,2011,50,0,0.010802195856206787,1
1991-05-22,1.1421000000000001,1.143,1.1339,1.135,1111,50,0,-0.005781359495444893,-1
1991-05-23,1.1348,1.1435,1.1303,1.1413,1991,50,0,0.005550660792951412,1
1991-05-24,1.1414,1.1482999999999999,1.1400000000000001,1.1482,981,50,0,0.006045737317094568,1
1991-05-27,1.1477,1.1532,1.1443,1.151,1451,50,0,0.002438599547117226,1
1991-05-28,1.1467,1.1559,1.1419,1.1544,2031,50,0,0.0029539530842745965,1
1991-05-29,1.154,1.1567,1.1381999999999999,1.1409,2391,50,0,-0.011694386694386716,-1
1991-05-30,1.1409,1.1461999999999999,1.1356,1.138,1831,50,0,-0.002541852923130916,-1
1991-05-31,1.1383,1.1397,1.1216,1.1225,2041,50,0,-0.013620386643233617,-1
1991-06-03,1.1223,1.1256,1.1131,1.1184,2111,50,0,-0.003652561247216024,-1
1991-06-04,1.1188,1.1251,1.115,1.1218,1721,50,0,0.0030400572246065405,1
1991-06-05,1.1216,1.1245,1.114,1.119,1841,50,0,-0.002495988589766407,-1
1991-06-06,1.1188,1.1191,1.1143,1.1162,701,50,0,-0.0025022341376228496,-1
1991-06-07,1.1163,1.1163,1.1023,1.1036,1531,50,0,-0.011288299587887574,-1
1991-06-10,1.1036,1.1071,1.1003,1.1064,1081,50,0,0.0025371511417180415,1
1991-06-11,1.1062,1.1089,1.1018,1.1029,1091,50,0,-0.003163412870571314,-1
1991-06-12,1.103,1.1043,1.0902,1.0919,1711,50,0,-0.009973705685012102,-1
1991-06-13,1.092,1.0934,1.0815,1.0886,2041,50,0,-0.0030222547852367665,-1
1991-06-14,1.0885,1.0956,1.0847,1.0901,2021,50,0,0.0013779165901157686,1
1991-06-17,1.0899,1.0915,1.0859,1.0902,1091,50,0,9.17347032383109e-05,1
1991-06-18,1.0902,1.0907,1.0757,1.076,1581,50,0,-0.013025133003118694,-1
1991-06-19,1.0764,1.0944,1.0732,1.0921,2671,50,0,0.014962825278810321,1
1991-06-20,1.0928,1.1012,1.0881,1.0906,2401,50,0,-0.0013735005951835966,-1
1991-06-21,1.0906,1.0913,1.0836,1.0855,1031,50,0,-0.004676324958738376,-1
1991-06-24,1.0794,1.0985,1.0757,1.0974,2761,50,0,0.010962690004606257,1
1991-06-25,1.0974,1.0997,1.086,1.0901,2011,50,0,-0.006652086750501107,-1
1991-06-26,1.0897000000000001,1.0981,1.0873,1.0937000000000001,1761,50,0,0.003302449316576528,1
1991-06-27,1.0937999999999999,1.0953,1.085,1.0897000000000001,1651,50,0,-0.0036573100484593724,-1
1991-06-28,1.0897000000000001,1.0902,1.0766,1.0796000000000001,1711,50,0,-0.009268606038359217,-1
1991-07-01,1.0812,1.0817,1.0691,1.0692,1321,50,0,-0.009633197480548472,-1
1991-07-02,1.0692,1.0727,1.0635,1.0655000000000001,1471,50,0,-0.003460531238308806,-1
1991-07-03,1.0656,1.0745,1.0652,1.0693,1491,50,0,0.0035664007508209306,1
1991-07-04,1.0688,1.0706,1.0651,1.0657,791,50,0,-0.0033666884877956438,-1
1991-07-05,1.0661,1.0716,1.0612,1.0711,1581,50,0,0.00506709205217204,1
1991-07-08,1.0718,1.0831,1.0712,1.0814,1421,50,0,0.009616282326580183,1
1991-07-09,1.0813,1.0816,1.0751,1.0766,831,50,0,-0.004438690586276994,-1
1991-07-10,1.0769,1.0806,1.0728,1.0776,1491,50,0,0.0009288500835964442,1
1991-07-11,1.0772,1.0811,1.0651,1.0663,2111,50,0,-0.01048626577579792,-1
1991-07-12,1.0663,1.0953,1.0636,1.0932,3651,50,0,0.02522742192628713,1
1991-07-15,1.0947,1.0951,1.088,1.0914,1091,50,0,-0.0016465422612513825,-1
1991-07-16,1.0915,1.0926,1.0853,1.0858,891,50,0,-0.005131024372365567,-1
1991-07-17,1.0859,1.0945,1.0854,1.0918,1231,50,0,0.0055258795358261725,1
1991-07-18,1.0925,1.1069,1.0914,1.103,2051,50,0,0.010258289063931114,1
1991-07-19,1.1034,1.1198,1.1013,1.1198,2061,50,0,0.015231187669990875,1
1991-07-22,1.1179000000000001,1.1224,1.1084,1.1088,1891,50,0,-0.009823182711198308,-1
1991-07-23,1.1085,1.1147,1.1032,1.1125,1901,50,0,0.003336940836940805,1
1991-07-24,1.1129,1.1299,1.1129,1.1261,2081,50,0,0.012224719101123549,1
1991-07-25,1.1263,1.1266,1.108,1.112,2291,50,0,-0.012521090489299391,-1
1991-07-26,1.1118,1.129,1.1092,1.121,3041,50,0,0.008093525179855954,1
1991-07-29,1.1182,1.1213,1.1142,1.1198,1261,50,0,-0.0010704727921500012,-1
1991-07-30,1.1199,1.1244,1.1144,1.1155,1561,50,0,-0.00383997142346848,-1
1991-07-31,1.1153,1.1234,1.1139000000000001,1.1223,1201,50,0,0.0060959211116091705,1
1991-08-01,1.1224,1.1228,1.1109,1.1144,1581,50,0,-0.007039116100864273,-1
1991-08-02,1.1145,1.1285,1.1061,1.1232,3611,50,0,0.007896625987078076,1
1991-08-05,1.1249,1.1394,1.1247,1.1388,1551,50,0,0.01388888888888884,1
1991-08-06,1.139,1.1458,1.1385,1.1439,971,50,0,0.004478398314014642,1
1991-08-07,1.1439,1.1446,1.137,1.1439,1521,50,0,0.0,-1
1991-08-08,1.1441,1.1508,1.1346,1.1387,2701,50,0,-0.004545851910131904,-1
1991-08-09,1.1387,1.1427,1.1294,1.1316,1951,50,0,-0.006235180468955881,-1
1991-08-12,1.1333,1.1352,1.1277,1.1347,1361,50,0,0.0027394839165784113,1
1991-08-13,1.1345,1.1369,1.1277,1.1287,1261,50,0,-0.005287741253194644,-1
1991-08-14,1.1288,1.1302,1.123,1.1256,1121,50,0,-0.0027465225480642896,-1
1991-08-15,1.1255,1.1338,1.1163,1.1179000000000001,2741,50,0,-0.006840796019900286,-1
1991-08-16,1.1178,1.1202,1.1078999999999999,1.1083,1511,50,0,-0.00858753019053582,-1
1991-08-19,1.1107,1.1124,1.0663,1.0723,5381,50,0,-0.03248217991518543,-1
1991-08-20,1.0725,1.0958,1.0704,1.088,3531,50,0,0.014641424974354278,1
1991-08-21,1.0879,1.1266,1.0808,1.1243,5521,50,0,0.03336397058823537,1
1991-08-22,1.1239,1.1333,1.1174,1.1276,2811,50,0,0.0029351596548963244,1
1991-08-23,1.1268,1.1303,1.1153,1.1191,2231,50,0,-0.007538134090102844,-1
1991-08-26,1.1191,1.1209,1.1156,1.1196,1011,50,0,0.00044678759717631245,1
1991-08-27,1.1193,1.1218,1.1159,1.1164,891,50,0,-0.0028581636298676827,-1
1991-08-28,1.1164,1.1272,1.1106,1.1252,2441,50,0,0.00788247939806519,1
1991-08-29,1.1251,1.1309,1.1193,1.1219999999999999,2011,50,0,-0.0028439388553146427,-1
1991-08-30,1.1218,1.1262,1.1156,1.1182,1761,50,0,-0.0033868092691620166,-1
1991-09-02,1.1199,1.1216,1.1186,1.1201,581,50,0,0.0016991593632624813,1
1991-09-03,1.1211,1.1274,1.1205,1.1251,981,50,0,0.004463887152932777,1
1991-09-04,1.1283,1.1283,1.1244,1.1253,481,50,0,0.0001777619767131533,1
1991-09-05,1.125,1.1265,1.1232,1.125,661,50,0,-0.00026659557451347293,-1
1991-09-06,1.1251,1.1413,1.1233,1.1406,2051,50,0,0.013866666666666694,1
1991-09-09,1.1418,1.1573,1.1408,1.1549,1991,50,0,0.012537261090654006,1
1991-09-10,1.154,1.1602000000000001,1.1515,1.1551,1631,50,0,0.00017317516668113875,1
1991-09-11,1.1539,1.1598,1.1495,1.1595,1501,50,0,0.003809194009176675,1
1991-09-12,1.1594,1.1662,1.1564,1.1583,1851,50,0,-0.0010349288486415364,-1
1991-09-13,1.1579,1.1649,1.1527,1.1589,2341,50,0,0.0005180005180005498,1
1991-09-16,1.1587,1.1707,1.1566,1.1684,1851,50,0,0.008197428596082634,1
1991-09-17,1.1682,1.1737,1.1666,1.167,1301,50,0,-0.001198219787743926,-1
1991-09-18,1.1679,1.1695,1.1546,1.1592,2111,50,0,-0.006683804627249379,-1
1991-09-19,1.1591,1.1625,1.156,1.1586,1251,50,0,-0.0005175983436852549,-1
1991-09-20,1.1584,1.1618,1.1515,1.1605,1851,50,0,0.001639910236492348,1
1991-09-23,1.1626,1.1722,1.1621,1.1688,1401,50,0,0.007152089616544677,1
1991-09-24,1.1688,1.1762,1.1581,1.1591,2651,50,0,-0.008299110198494164,-1
1991-09-25,1.1596,1.1667,1.1578,1.1639,1351,50,0,0.004141143991027496,1
1991-09-26,1.1638,1.168,1.1586,1.1604,1541,50,0,-0.003007131196838042,-1
